,Unnamed: 0,Address,pincode,Taluk,Districtname,statename,Latitude,Longitude
840,1217,"WJC8+2J9, Mangad, Kollam, Kerala 691015, India",691015,Kollam,Kollam,KERALA,8.910343165384615,76.6223384
842,1219,"BUILDING NO.13 PEEKEYZ TOWER ROOM NO.130-133 GROUND FLOOR KURIYODAM - AYIKKARAPPADI P.O, Kerala 673637, India",673637,Ernad,Malappuram,KERALA,11.173863454285714,75.90456773285715
849,1230,"Mundakkal, Kollam, Kerala 691001, India",691001,Kollam,Kollam,KERALA,8.886722971739129,76.59831395
850,1231,"Aroor Industrial Estate, NH 47, Aroor gram panchayat, Kochi, Kerala 688534, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
859,1243,"Kochi,, V7MW+MJ2, Aroor gram panchayat, Kochi, Kerala 688534, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
861,1245,"Nadakadavu Rd, Palluruthy, Kochi, Kerala 682006, India",682006,Kochi,Ernakulam,KERALA,9.917652551851852,76.27326455925926
863,1248,"X7MW+PM5, Kathrikadavu, Kaloor, Ernakulam, Kochi, Kerala 682017, India",682017,Ernakulam,Ernakulam,KERALA,9.994298565853658,76.29345620243902
872,1261,"Edayar, Aluva, Kerala 683502, India",683502,Paravur,Ernakulam,KERALA,10.087692555555556,76.30506273333334
880,1277,"SAYED MOHAMED COMPLEX, 41/711A, C P Ummer Rd, Shenoys, Kochi, Kerala 682035, India",682035,Ernakulam,Ernakulam,KERALA,9.979283159183671,76.28271734081633
884,1281,"Salafi Masjid Cultural Complex, Service Rd, NH Bye Pass, Vyttila, Ernakulam, Kochi, Kerala 682019, India",682019,Ernakulam,Ernakulam,KERALA,9.96996995974026,76.31541058961038
890,1287,"Door No 42, Ayyappan Kovil, 869, Chittoor Rd, Cemetery Junction, Kacheripady, Kochi, Kerala 682018, India",682018,Ernakulam,Ernakulam,KERALA,9.991596463636364,76.28133009181818
893,1292,"Ex. Carrit Moran building 2nd floor Near Ernakulam wharf main gate, AG Milne Rd, Willingdon Island, Kochi, Kerala 682003, India",682003,Kochi,Ernakulam,KERALA,9.960447846153846,76.27093469230769
894,1293,"Ernakulam, Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
897,1296,"1st Floor, Bank Junction, St. George Complex, Angamaly, Kerala 683572, India",683572,Paravur,Ernakulam,KERALA,10.193383310687024,76.38335938931299
899,1299,"Duro flex, opp. Fire Station, Chungam, Alappuzha, Kerala 688011, India",688011,Ambalapuzha,Alappuzha,KERALA,9.494271704545454,76.34375952727272
902,1305,"RCQ9+3VJ, Keecheri, Kerala 682315, India",682315,Ernakulam,Ernakulam,KERALA,9.858566190983607,76.40145338852459
910,1323,"41/2846, C2, 41, St Vincent Rd, Ernakulam North, Kacheripady, Ernakulam, Kochi, Kerala 682018, India",682018,Ernakulam,Ernakulam,KERALA,9.991596463636364,76.28133009181818
911,1324,"#XIX/4, A12, Kareyeli Vallam Road, Vallom, Perumbavoor, Kerala 683542, India",683542,Kunnathunad,Ernakulam,KERALA,10.114937405454544,76.47808056363637
913,1326,"Saraf House, Marar Rd, Willingdon Island, Kochi, Kerala 682003, India",682003,Kochi,Ernakulam,KERALA,9.960447846153846,76.27093469230769
914,1327,"Door No: 7165/32/817A, Ward 42, Garden Spring, South of Pipeline Jn, P.O, Erna, Palarivattom, Kochi, Kerala 682025, India",682025,Ernakulam,Ernakulam,KERALA,10.000372668965516,76.30783643448275
916,1330,"X78X+XRC, Kadavanthra Junction, Elamkulam, Kochi, Kerala 682020, India",682020,Ernakulam,Ernakulam,KERALA,9.96861736259542,76.30114694656488
920,1337,"Mini Industrial Estate Koivila, Thevalakkara, Kerala 691590, India",691590,Karunagappally,Kollam,KERALA,8.988204466666668,76.57658943333334
921,1338,"udayamperoor, Kochupally, Udayamperoor, Thrippunithura, Ernakulam, Manakunnam, Kerala 682307, India",682307,Kanayannur,Ernakulam,KERALA,9.8812524175,76.37517342999999
931,1353,"Near private Bus stand , P.M State Highway, Muvattupuzha, XHHP+WC5, Kizhakkekara, Ernakulam, Muvattupuzha, Kerala 686661, India",686661,Muvattupuzha,Ernakulam,KERALA,9.979858823265308,76.58176287020407
934,1357,"Karur, Tamil Nadu, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
936,1359,"PC59+3FV, Vaikom - Vechoor Rd, Thalayazham, Kerala 686607, India",686607,Vaikom,Kottayam,KERALA,9.71175730952381,76.41841635714286
938,1362,"Kanjirappalli Elikkulam Rd, Kanjirapally P.O, Kokkappally, Kanjirappally, Kerala 686507, India",686507,Kanjirappally,Kottayam,KERALA,9.558497567123288,76.79145172602739
940,1364,"Door No. 1, 1st Floor, Kanthy Arcade, Kottankavu - Arakkakadavu Rd, Arakkakadavu, Vennala, Kochi, Kakkanad, Kerala 682028, India",682028,Ernakulam,Ernakulam,KERALA,9.99670085,76.32102778
944,1372,"Kottakkal, Kerala, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371
945,1373,"Kottakkal, Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
958,1389,"6/92, Jew Town Rd, Jew Town, Kappalandimukku, Mattancherry, Kochi, Kerala 682002, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
960,1391,"W7J5+G4W, Anamangad, Aliparamba, Kerala 679357, India",679357,Perintalmanna,Malappuram,KERALA,10.944097342307693,76.30212904615384
963,1397,"38P4+R2F, Binanipuram, Edayar, Kochi, Kerala 683502, India",683502,Paravur,Ernakulam,KERALA,10.087692555555556,76.30506273333334
968,1404,"1st Floor, X872+C56 Combine Centre, KP Vallon Rd, Kadavanthra Junction, Giri Nagar, Kadavanthra, Kochi, Kerala 682020, India",682020,Ernakulam,Ernakulam,KERALA,9.96861736259542,76.30114694656488
972,1410,"Malampuzha-I, Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
975,1413,"Meenachil, Kerala 686575, India",686575,Meenachil,Kottayam,KERALA,9.719589849206349,76.68607506666666
976,1414,"Charamangalam Mayithara.P.O, Kanjikuzhy, Cherthala, Kerala 688539, India",688539,Cherthala,Alappuzha,KERALA,9.66428288888889,76.34121377777778
979,1417,"3HX6+XQJ, Asamannoor - Panichayam - Kottavathil Rd, Panichayam, Asamannoor, Kerala 683549, India",683549,Kunnathunad,Ernakulam,KERALA,10.10500877,76.547910502
982,1420,"Plant II/722/D,, Industrial Estate, Aroor, Aroor gram panchayat, Alleppey, Kochi, Kerala 688534, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
983,1421,"40 / 2064-A, Mr. Light Tower Thozhuthinkal lane Anjumana Temple Road, Mamangalam - Anchumana Temple Rd, Sonia Nagar, Edappally, Kochi, Kerala 682024, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371
985,1423,"Mullassery, Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
989,1430,"X ray junction, M8GR+FGG, Chakkarakulam, Cherthala, Kerala 688524, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
995,1441,"Ernad Taluk, Plot No 23/A, Inkel City Rd, Panakkad, Malappuram, Kerala 676519, India",676519,Ernad,Malappuram,KERALA,11.05071221125,76.03817599
1000,1450,"Kinfra Industrial Park, Kakkanchery, Kerala 673634, India",673634,Tirurangadi,Malappuram,KERALA,11.14419870909091,75.88203877878787
1001,1451,"Market Landing Rd, Market, Kottayam, Kerala 686001, India",686001,Kottayam,Kottayam,KERALA,9.590939220930233,76.52573586744185
1003,1454,"XF9C+F5W, Aikaranad South, Kerala 682311, India",682311,Kunnathunad,Ernakulam,KERALA,9.986131800632911,76.47020598227847
1012,1469,"PLOT NO.19&20 KSIDC MAGA, INDUSTRIAL GROWTH CENTRE, Food Park Road, Pallipuram, Kerala 688541, India",688541,Cherthala,Alappuzha,KERALA,9.742432095238096,76.36193387142858
1015,1472,"VHWV+89R, Asramam, Kollam, Kerala 691002, India",691002,Kollam,Kollam,KERALA,8.897319366666666,76.59297653333334
1024,1483,"Roy cashew factory, Kundara, Kerala 691515, India",691515,Kollam,Kollam,KERALA,8.927581720930233,76.71007295116279
1025,1484,"22/327,IDA,Angamaly South.P.O, CK Colony, Angamaly South, Angamaly, Kerala 683573, India",683573,Aluva,Ernakulam,KERALA,10.180255566666666,76.38579883333334
1034,1505,"HGQM+9J9, near Lourde Church, Collectorate, Kottayam, Kerala 686002, India",686002,Kottayam,Kottayam,KERALA,9.58903118,76.53411470333333
1037,1508,"3HX5+7HG, Odakkali Nedungapra Krariyely Rd, Odakkali, Kerala 683549, India",683549,Kunnathunad,Ernakulam,KERALA,10.10500877,76.547910502
1049,1526,"Industrial Estate, Mayithara, Cherthala, Alappuzha, J8XP+FGH, 11th Mile, Mayithara, Alappuzha, Cherthala South, Kerala 688536, India",688536,Cherthala,Alappuzha,KERALA,9.717896142424244,76.3362480181818
1061,1541,"St Benedict Rd, Near North Railway Station, Kacheripady, Ernakulam, Kochi, Kerala 682018, India",682018,Ernakulam,Ernakulam,KERALA,9.991596463636364,76.28133009181818
1062,1542,"Mini Muthoottu Tech Tower, opposite Gokulam Park Inn Hotel, Kaloor, Ernakulam, Kochi, Kerala 682017, India",682017,Ernakulam,Ernakulam,KERALA,9.994298565853658,76.29345620243902
1071,1555,"S, Arattukadavu Rd., Industrial Estate, South Kalamassery, Kalamassery, Kochi, Kerala 683104, India",683104,Kanayannur,Ernakulam,KERALA,10.057542963636363,76.31917809090909
1072,1556,"Tamil Nadu, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
1074,1559,"38Q8+6CR, Muppathadom, Edayar, Kerala 683110, India",683110,Paravur,Ernakulam,KERALA,10.106830633333333,76.3292302
1077,1568,"Parambil Buildings, Olassa P. O, Olassa, Kerala 686014, India",686014,Kottayam,Kottayam,KERALA,9.617703522727274,76.47939103181818
1079,1571,"IX/18 C, Kurisungal JN, Kanjirappally, Kottayam, Kanjirappally, Kerala 686507, India",686507,Kanjirappally,Kottayam,KERALA,9.558497567123288,76.79145172602739
1084,1577,"MES Building, Judges Ave, RBI Junction, Kaloor, Kochi, Kerala 682017, India",682017,Ernakulam,Ernakulam,KERALA,9.994298565853658,76.29345620243902
1085,1578,"15A, Biotechnology Zone, Kinfra Hi-Tech Park, HMT Colony, North Kalamassery, Kalamassery, Kochi, Kerala 683503, India",683503,Kanayannur,Ernakulam,KERALA,10.0582879625,76.337153153125
1091,1584,"XII/1429, Market Rd, Nadackal, Erattupetta, Kerala 686121, India",686121,Meenachil,Kottayam,KERALA,9.692869868421052,76.77764492631579
1096,1591,"Theatrumpady Road, 683545, Kuruppampady, Rayamangalam, Kerala 683545, India",683545,Kunnathunad,Ernakulam,KERALA,10.109719963636364,76.52310976666666
1106,1604,"Civil Line Rd, Sonia Nagar, Palarivattom, Kochi, Kerala 682025, India",682025,Ernakulam,Ernakulam,KERALA,10.000372668965516,76.30783643448275
1111,1610,"Poovanthuruthu, Kerala Industrial Development Plot, Poovanthuruthu, Kerala 686012, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
1116,1618,"WJFX+F5J, Peroor, Kottamkara, Kerala 691014, India",691014,Kollam,Kollam,KERALA,8.931472825,76.64248342222223
1117,1619,"Chetticadu, Pathirappally, P O, Thumpoly, Alappuzha, Aryad South, Kerala 688521, India",688521,Ambalapuzha,Alappuzha,KERALA,9.534986122222222,76.3284427
1120,1623,"Anakkara, Kerala, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371
1121,1624,"594R+3Q2, Nedumbassery, Kerala 683111, India",683111,Aluva,Ernakulam,KERALA,10.153445285714286,76.3904808
1122,1625,"Ground Floor, Anna Building, Next to Benelli, Service Road West, NH 66, Old NH 47, Thykoodam, Vyttila, Ernakulam, Kochi, Kerala 682019, India",682019,Ernakulam,Ernakulam,KERALA,9.96996995974026,76.31541058961038
1125,1629,"Kurichy - Eara - Kavalam Rd, Kurichy, Chingavanam, Kerala 686532, India",686532,Changanassery,Kottayam,KERALA,9.502805928070176,76.51869062982456
1132,1645,"Valanjavazhy, Ambalapuzha, Kerala 688005, India",688005,Ambalappuzha,Alappuzha,KERALA,9.40768399,76.351707025
1138,1654,"No.40, 9603, Chittoor Rd, old mymoon cinema, Pullepady, Kochi, Kerala 682018, India",682018,Ernakulam,Ernakulam,KERALA,9.991596463636364,76.28133009181818
1144,1662,"Vattapparambu, Mallussery, Kerala 683579, India",683579,Paravur,Ernakulam,KERALA,10.180445387272728,76.31635012181819
1150,1673,"Hill Palace Rd, near RCM EYE hospital, Thrippunithura, Ernakulam, Kochi, Kerala 682301, India",682301,Ernakulam,Ernakulam,KERALA,9.946698106896552,76.34776633655173
1152,1675,"Near A.I.M.S, Ponekkara, Edappally, Kochi, Kerala 682041, India",682041,Kanayannur,Ernakulam,KERALA,9.9560633125,76.391855675
1154,1678,"Capital Cashew Exports mangadu,mangadu, po, Mangad, Kollam, Kerala 691015, India",691015,Kollam,Kollam,KERALA,8.910343165384615,76.6223384
1155,1679,"Rubber Park Industrial Estate Airapuram, Valayanchirangara, Kochi, Airapuram, Kerala 683556, India",683556,Kunnathunad,Ernakulam,KERALA,10.083125960465116,76.47373215813954
1156,1680,"5th Floor, Chilton Towers, NH 47, Koonamthai, Edappally, Kochi, Kerala 682024, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371
1158,1682,"Stadium 33/343, Vellakinar, Ward Rd, Vellakkinar, Alappuzha, Kerala 688001, India",688001,Ambalapuzha,Alappuzha,KERALA,9.49638391904762,76.33209264761905
1163,1687,"W1, 370, Sayed Mohammed Rd, Edavanakkad, Vypin, Kochi, Kerala 682502, India",682502,Kochi,Ernakulam,KERALA,10.091907816666668,76.20725101666666
1166,1690,"389C+89G, East Eloor, Travancore Cochin Chemicals Colony, Kalamassery, Kochi, Kerala 683501, India",683501,Ernakulam,Ernakulam,KERALA,10.065396075,76.305478
1170,1697,"1st Floor, NH Bypass, near QRS, opp. Adidas, Sonia Nagar, Padivattom, Edappally, Kochi, Kerala 682024, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371
1172,1699,"Edathala, Aluva, Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
1174,1701,"Peter's Modern Rice Mill, Angamaly South, Angamaly, Kerala 683573, India",683573,Aluva,Ernakulam,KERALA,10.180255566666666,76.38579883333334
1181,1708,"KINFRA Park, Kakkanchery, Kozhikode, Kerala 673635, India",673635,Tirurangadi,Malappuram,KERALA,51.479168,118.8666109
1183,1710,"Blue bell Building, Kuzhikkattumoola - Nilampathinja Mughal Rd, Kalappurakkal, Kusumagiri, Kakkanad, Kerala 682030, India",682030,Ernakulam,Ernakulam,KERALA,51.13351584878049,133.02442981463415
1191,1721,"D.No.6/1209, (Old 7, 324-A, Darusalam Rd, Panayapilly East, Kochangadi, Chullickal, Kochi, Kerala 682002, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
1196,1728,"Power House Rd, Cherthala, Kerala 688524, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
1199,1732,"Door No: 16/275, Aroor gram panchayat, Kochi, Kerala 688537, India",688537,Cherthala,Alappuzha,KERALA,9.82172572,76.30522974
1206,1742,"X755+W37, Star Junction, Mattancherry, Kochi, Kerala 682002, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
1209,1746,"Leela Tower, 3rd Floor, Subhash Chandra Bose Road, Jawahar Nagar Ave, Ponnurunni, Vyttila, Ernakulam, Kochi, Kerala 682019, India",682019,Ernakulam,Ernakulam,KERALA,9.96996995974026,76.31541058961038
1221,1762,"Vallom, Chelamattom part, Kerala 683550, India",683550,Kunnathunad,Ernakulam,KERALA,10.156458604347826,76.44930727391304
1222,1763,"KUNCHARATH, POOCHAKKAL P.O, Cherthala - Arookutty Rd, Poochakkal, Panavally, Kerala 688526, India",688526,Cherthala,Alappuzha,KERALA,9.806103366981132,76.35243924716981
1224,1766,"12, Kollad-Puthuppally Rd, Poovanthuruthu, Kerala 686012, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
1226,1770,"Kalarcode, Punnapra North, Alappuzha, Kerala 688003, India",688003,Ambalapuzha,Alappuzha,KERALA,9.468575348387096,76.33827430967742
1227,1771,"Karur, Tamil Nadu, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
1229,1773,"Chingavanam, Kerala 686531, India",686531,Changanacherry,Kottayam,KERALA,9.5105107,76.52202866666666
1230,1774,"Kerala, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371
1234,1778,"Kottaram Tower, Payyapilly Rd, Near MG Road, Kacheripady, Kochi, Kerala 682035, India",682035,Ernakulam,Ernakulam,KERALA,9.979283159183671,76.28271734081633
1235,1779,"Cm complex, 2826+4MQ, Kalavath Rd, Palarivattom, Kochi, Kerala 682025, India",682025,Ernakulam,Ernakulam,KERALA,10.000372668965516,76.30783643448275
1237,1784,"11th Mile, Vydiarangadi.P.O., Peringave Rd, Ramanattukara, Kerala 673633, India",673633,Eranad,Malappuram,KERALA,51.5876618,118.4566692
1238,1787,"KULANGARA ROAD, KODAMPUZHA FAROOK COLLEGE, 5RRQ+RW2, PO, Kozhikode, Kerala 673632, India",673632,Ernad,Malappuram,KERALA,51.5183605,118.3310501
1241,1792,"Convent Rd, Chinnakada, Kollam, Kerala 691001, India",691001,Kollam,Kollam,KERALA,8.886722971739129,76.59831395
1245,1798,"Plot No. 26, Kinfra Techno Industrial Park, Chelembra, P.O, Kakkanchery, Malappuram, Kozhikode, Kerala 673636, India",673636,Tirurangadi,Malappuram,KERALA,11.118472538297873,75.8919613468085
1246,1799,"Mampad, Kerala, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371
1261,1824,"Mooledom, HG3H+89V, Kollad-Puthuppally Rd, Poovanthuruthu, Kerala 686004, India",686004,Kottayam,Kottayam,KERALA,9.58203488,76.54092101
1264,1829,"Binanipuram Road, 38G4+V3P, Muppathadom, Edayar, Kerala 682020, India",682020,Ernakulam,Ernakulam,KERALA,9.96861736259542,76.30114694656488
1266,1831,"NH966A, Kothad, Kochi, Kerala 682027, India",682027,Ernakulam,Ernakulam,KERALA,6.6519492,-72.7346516
1273,1843,"Pallickal, Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
1275,1846,"27WQ+M57, Chittoor - Cheranallur Rd, Amrita Nagar, Edappally, Ernakulam, Kochi, Kerala 682034, India",682034,Ernakulam,Ernakulam,KERALA,10.050370233333332,76.29097818333334
1277,1850,"12/2, Kaveekunnu, Anthiyalam, Pala, Kerala 686574, India",686574,Meenachil,Kottayam,KERALA,9.722305693333334,76.66728714
1278,1851,"Tanur Madathil Rd, near Stadium, Thazhepalam, Tirur, Kerala 676107, India",676107,Tirur,Malappuram,KERALA,10.9207365,75.915944225
1280,1855,"MES Bus Stop, SH 16, Aluva, Kerala 683112, India",683112,Kunnathunad,Ernakulam,KERALA,10.08974094375,76.39621829375
1282,1857,"Ground Floor, Indo Persian NJK Square, Valanjambalam, Sahodaran Ayyappan Rd, Ravipuram, Ernakulam South, Ernakulam, Kochi, Kerala 682036, India",682036,Ernakulam,Ernakulam,KERALA,9.959980295833333,76.29498357083334
1286,1862,"20, 1007, Nambiapuram Rd, Palluruthy, Kochi, Kerala 682006, India",682006,Kochi,Ernakulam,KERALA,9.917652551851852,76.27326455925926
1290,1868,"3P45+P43, Adisamangalam Temple Rd, Thekkumchery, Kerala 691507, India",691507,Kottarakkara,Kollam,KERALA,9.043139252830189,76.7161006773585
1292,1871,"MIE Mini Industrial Estate, Valavoor, Vallichira, Kerala 686635, India",686635,Meenachil,Kottayam,KERALA,9.750672510714285,76.62233675714285
1297,1882,"11/390A Vishakapuram, Mangalapuram, PO, Kanjikuzhy, Thamarachal, Muhamma, Kerala 688525, India",688525,Cherthala,Alappuzha,KERALA,9.619357622727271,76.35883995454545
1299,1886,"P. H WARD, AS ROAD, Kommady, Alappuzha, Aryad South, Kerala 688001, India",688001,Ambalapuzha,Alappuzha,KERALA,9.49638391904762,76.33209264761905
1309,1902,"Kanjikuzhi, Kottayam, Kerala 686002, India",686002,Kottayam,Kottayam,KERALA,9.58903118,76.53411470333333
1310,1903,"4CXG+C9C, Kanjoor, Kerala 683575, India",683575,Aluva,Ernakulam,KERALA,10.138994753191488,76.43064241702128
1322,1923,"Door No. 49, 1849, Cheranalllur Rd, Ponekkara, PO, Kochi, Kerala 682041, India",682041,Kanayannur,Ernakulam,KERALA,9.9560633125,76.391855675
1327,1929,"Vyabharabavan Bldg. Ground floor NH road, Dt, Puthanathani, Kerala 676552, India",676552,Tirur,Malappuram,KERALA,10.902934205042015,76.05797082941177
1331,1934,"CHX3+3RC, Changanassery Bypass, Kunnakkad, Fathimapuram, Changanassery, Kerala 686101, India",686101,Changanassery,Kottayam,KERALA,9.447470443010753,76.5399100483871
1332,1936,"Thekkady, Kumily, Kerala, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371
1335,1941,"Tiruppur, Tamil Nadu, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
1336,1942,"WWMP+M2M, Thalakkadathur, Tirur, Kerala 676103, India",676103,Tirur,Malappuram,KERALA,10.922471227333332,75.954607818
1337,1943,"Panthackal - Chirangara Road, Panthackal,, Paduapuram P.O, Angamaly, Kerala 683576, India",683576,Aluva,Ernakulam,KERALA,10.2298903375,76.37638655416666
1340,1946,"34/136 A,C,H Florence, NH Ln, Edappally, Kochi, Kerala 682024, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371
1341,1947,"United tower 2nd floor .opposit highway hypermarket, Mannarkkad Rd, KSHB Colony, Perintalmanna, Kerala 679322, India",679322,Perinthalmanna,Malappuram,KERALA,10.977929251428572,76.22854857333334
1353,1969,"Palace Rd, near UCO BANK, Changanassery, Aramanapady, Kottayam, Changanassery, Kerala 686101, India",686101,Changanassery,Kottayam,KERALA,9.447470443010753,76.5399100483871
1361,1981,"# Ponnurunni, Convent Road, X8F6+9FM, Near Bank of India, Vyttila, Ernakulam, Kochi, Kerala 682035, India",682035,Ernakulam,Ernakulam,KERALA,9.979283159183671,76.28271734081633
1366,1987,"Chennampilly Ln, Cheranallur, Kochi, Kerala 682034, India",682034,Ernakulam,Ernakulam,KERALA,10.050370233333332,76.29097818333334
1369,1990,"385V+JCW, HMT Colony, North Kalamassery, HMT Kalamassery, Kochi, Kerala 683503, India",683503,Kanayannur,Ernakulam,KERALA,10.0582879625,76.337153153125
1372,1993,"XII/107F, K.K.Paraman memorial Building, Karimpadam Junction, Chennamagalam, Bharanimukku, North Paravur, Chendamangalam, Kerala 683512, India",683512,Paravur,Ernakulam,KERALA,10.17219863,76.23224746
1375,1996,"573R+R6P, Kunnukara, Kerala 683578, India",683578,Paravur,Ernakulam,KERALA,10.155197839473685,76.30713587631578
1377,1998,"I-289/A,M.S. Lane Adivaram, N.A.D.P.O, Aluva - 683 563, Edathala, Kerala 683563, India",683563,Aluva,Ernakulam,KERALA,10.075254055555556,76.36353904444444
1379,2000,"Chengannur, Kerala 689124, India",689124,Chengannur,Alappuzha,KERALA,9.335987914285717,76.59384022857142
1380,2001,"XC62+3W9, Ambalamugal, Kochi, Kerala 682302, India",682302,Kunnathunad,Ernakulam,KERALA,9.974506077777775,76.37953952222222
1382,2003,"V7PX+W8H, Aroor - Thoppumpady Rd, Aroor gram panchayat, Kochi, Kerala 688534, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
1385,2007,"Erakari Road Vayalar 7/528 A KALYANI, Vayalar, Kerala 688524, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
1387,2009,"X78R+4XF, S Over Bridge, Ernakulam South, Kochi, Kerala 682016, India",682016,Ernakulam,Ernakulam,KERALA,9.965396735294116,76.28713604901961
1395,2022,"2nd Floor, Chirayath Building, Opp KUFOS UG Ladies Hostel, Vytila Aroor Bye Pass Road, Service Road West, NH 47, NH 66, Madavana, Panangad, Ernakulam, Kochi, Kerala 682506, India",682506,Ernakulam,Ernakulam,KERALA,9.90249192,76.31610951
1396,2024,"Calicut Airport Rd, Padinharathara, Karipur, Kerala 673647, India",673647,Tirurangadi,Malappuram,KERALA,11.1203880375,75.9348672875
1397,2025,"3FW2+WGG, Ponjassery, Kerala 683547, India",683547,Kunnathunad,Ernakulam,KERALA,10.091076425925923,76.43058615555556
1398,2026,"Edappally, Kochi, Kerala 682024, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371
1401,2030,"Door No: G 2102, Jawaharlal Nehru International Stadium, Jawaharlal Nehru International Stadium, Kaloor, Kochi, Kerala 682017, India",682017,Ernakulam,Ernakulam,KERALA,9.994298565853658,76.29345620243902
1402,2031,"67/977, North Park St Vincent Road, Kacheripadi Ernakulam, North, North Kaloor, Kacheripady, Kochi, Kerala 682018, India",682018,Ernakulam,Ernakulam,KERALA,9.991596463636364,76.28133009181818
1403,2032,"PARSA'S, Building No 828A, PO, opp. Central Coir Research Institute, Kalavoor, Alappuzha, Kerala 688522, India",688522,Ambalapuzha,Alappuzha,KERALA,9.572168202777778,76.32190507222222
1404,2034,"NETTIPADAM ROAD, X78P+RV9, Mahatma Gandhi Rd, Valanjambalam, Ernakulam, Kochi, Kerala 682016, India",682016,Ernakulam,Ernakulam,KERALA,9.965396735294116,76.28713604901961
1407,2038,"Pulluvazhi, 683541, XV/642, Thombra Road, Rayamangalam, Kerala 683547, India",683541,Kunnathunad,Ernakulam,KERALA,10.047371096774194,76.52621409354838
1408,2039,"FFRV+436, Kurichy - Eara - Kavalam Rd, Eara, Kerala 686534, India",686534,Kuttanad,Alappuzha,KERALA,9.499139,76.50628865625
1416,2050,"M8PJ+6X8, Nedumbrakkad, Cherthala, Kerala 688524, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
1420,2057,"near Calicut University, 4VRM+RWV hajiyar valavu, Kozhikode, Thenhipalam, Kerala 673636, India",673636,Tirurangadi,Malappuram,KERALA,11.118472538297873,75.8919613468085
1421,2058,"Sundaram Finance Building, 44C7+7W5, Calicut Rd, Karuvambram, Manjeri, Kerala 676517, India",676517,Ernad,Malappuram,KERALA,11.081878113043478,76.06632696956521
1423,2061,"I D Plot No.90, P.O, Poovanthuruthu, Kottayam, Kerala 686012, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
1426,2064,"Br:XLI/3842,Carmel Buildings, Banerji Rd, Kacheripady, Kochi, Kerala 682018, India",682018,Ernakulam,Ernakulam,KERALA,9.991596463636364,76.28133009181818
1429,2068,"JANITOR EXIM, Bund road, Arakkakadavu, Vennala, Kochi, Kakkanad, Kerala 682028, India",682028,Ernakulam,Ernakulam,KERALA,9.99670085,76.32102778
1430,2069,"Building No. 1/65 B, Near Ramantukara Highschool, Vaidyarangadi, Ramanatukara, Kozhikode, Kerala 673633, India",673633,Eranad,Malappuram,KERALA,51.5876618,118.4566692
1433,2075,"Mini Industrial Estate, Mattoor, Kalady, Kerala 683574, India",683574,Aluva,Ernakulam,KERALA,10.182817160958905,76.45845344931507
1434,2076,"Kc coconut products, Kumminiparamba, Padinharathara, Karipur, Kerala 673638, India",673638,Ernad,Malappuram,KERALA,11.14718034158416,75.96500935445545
