,Unnamed: 0,Address,pincode,Taluk,Districtname,statename,Latitude,Longitude
2036,2971,"mac agro tech, Kavanur, Kerala 673639, India",673639,Ernad,Malappuram,KERALA,11.22386355755814,76.05105861802325
2038,2974,"Teejay Estate, Palarivattom Junction, Sonia Nagar, Palarivattom, Ernakulam, Kochi, Kerala 682025, India",682025,Ernakulam,Ernakulam,KERALA,10.000372668965516,76.30783643448275
2046,2989,"XII/240,Hemadri Building, Thirunalloor, P.O, Cherthala, Thirunallur, Kerala 688541, India",688541,Cherthala,Alappuzha,KERALA,9.742432095238096,76.36193387142858
2047,2990,"Payyal, JN, Nedungapra, Vengoor, Kerala 683545, India",683545,Kunnathunad,Ernakulam,KERALA,10.109719963636364,76.52310976666666
2051,2994,"67/5093, Door No. 17B, DD Oceano Mall, Marine Drive, Kochi, Kerala 682031, India",682031,Ernakulam,Ernakulam,KERALA,9.99692354,76.27468644
2059,3004,"Door No 16 / 138 1st Floor, Karappillil Building Opp Margin Free Market, Pallithazham Junction, PO, Pallithazham, Mulanthuruthy, Kerala 682314, India",682314,Ernakulam,Ernakulam,KERALA,9.904187420689656,76.39910738275861
2067,3019,"Perinchoor Rd, Pookkottumpadam, Amarambalam, Kerala 679332, India",679332,Nilambur,Malappuram,KERALA,11.1941912,76.29018178518518
2071,3024,"Factory: Industrial Area, Binanipuram, Edayar, Binanipuram, Edayar, Aluva , Cochin, Kerala 683502, India",683502,Paravur,Ernakulam,KERALA,10.087692555555556,76.30506273333334
2074,3030,"66RH+J3, Mampad, Kerala 676542, India",676542,Nilambur,Malappuram,KERALA,11.24328006744186,76.19810685581396
2078,3035,"Vengoor, P.O., Perumbavoor, Kochi, Kerala 683546, India",683546,Kunnathunad,Ernakulam,KERALA,10.1428569,76.52744881481482
2091,3051,"Karthala, thozhuvanoor P. O, Valanchery, Athavanad, Kerala 676552, India",676552,Tirur,Malappuram,KERALA,10.902934205042015,76.05797082941177
2092,3052,"3/254 C Pallipuram, P.O, Pin:688541, Cherthala, Pallipuram, Kerala 688541, India",688541,Cherthala,Alappuzha,KERALA,9.742432095238096,76.36193387142858
2101,3065,"Choice Rd, near Choice company, Janatha Nagar, Palluruthy, Kochi, Kerala 682006, India",682006,Kochi,Ernakulam,KERALA,9.917652551851852,76.27326455925926
2103,3068,"DOOR NO:VII / 151A KUMMINIPARAMBA PO Karipur, Kondotty, Karipur, Kerala 673638, India",673638,Ernad,Malappuram,KERALA,11.14718034158416,75.96500935445545
2106,3072,"Karuvarakundu-Perinthalmanna Road, Melattur, 37JV+732, Malappuram District, Edappatta, Kerala 679326, India",679326,Perintalmanna,Malappuram,KERALA,11.053314714285715,76.29075262428572
2108,3075,"HG3H+27F, Poovanthuruthu, Kerala 686012, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
2118,3091,"Anjilippa, Kanjirappally, Kerala 686518, India",686518,Kanjirapally,Kottayam,KERALA,9.531795412962962,76.82251328518518
2119,3093,"175 2A2, Koolipalayam Ring Rd, Vigneshwara Nagar, po, Tiruppur, Tamil Nadu 2, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
2128,3107,"Synthite Valley, Kadayiruppu, Kadayirippu - Pattimattom Rd, Kadayiruppu, Kadayirippu, Kerala 682311, India",682311,Kunnathunad,Ernakulam,KERALA,9.986131800632911,76.47020598227847
2131,3110,"Tiruppur, Tamil Nadu, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
2133,3112,"Office no:6, Second floor, Ompalyil Building,Block Junction, Kolenchery, Kerala 682311, India",682311,Kunnathunad,Ernakulam,KERALA,9.986131800632911,76.47020598227847
2150,3142,"KSIDC Mega Food Park Pallippuram, Cherthala, Pallipuram, Kerala 688541, India",688541,Cherthala,Alappuzha,KERALA,9.742432095238096,76.36193387142858
2154,3147,"Near Rotary Womens Hostel X-Ray Bypass Junction, CMC-17, Cherthala Rd, Choice Nagar, Cherthala, Kerala 688524, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
2156,3150,"1st Floor, Fenster Arcade, Seaport Airport Road Vallathol Junction, Thrikkakara, Edapally, Kakkanad, Thrikkakara, Kochi, Kakkanad, Kerala 682021, India",682021,Ernakulam,Ernakulam,KERALA,10.029233765060242,76.3353045433735
2163,3164,"near Police Station, Changaramkulam, Alamcode, Kerala 679585, India",679585,Ponani,Malappuram,KERALA,10.750000933333332,76.02477622083333
2164,3165,"VI/1330, Old No. VII/464, Kochangadi, Chullickal, Kochi, Kerala 682002, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
2170,3173,"Chungam, S Aduvassery Rd, North Paravur, Kunnukara, Kerala 683578, India",683578,Paravur,Ernakulam,KERALA,10.155197839473685,76.30713587631578
2171,3174,"3F2R+3X, Airapuram, Kerala 683556, India",683556,Kunnathunad,Ernakulam,KERALA,10.083125960465116,76.47373215813954
2173,3177,"Kaprassery-Moozhiyal Rd, Nedumbassery, Kerala 683589, India",683589,Aluva,Ernakulam,KERALA,10.164607144444444,76.36327252222222
2175,3180,"G-3, National Residency Building, 449, Palarivattom - Edappally Rd, near Metro Pillar No, Bank Junction, Mamangalam, Edappally, Kochi, Kerala 682024, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371
2176,3181,"44 C1 I.D PLOT, P.O, Poovanthuruthu, KOTTAYAM, Kerala 686012, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
2177,3182,"59MC+9F3, Angamaly South, Angamaly, Kerala 683573, India",683573,Aluva,Ernakulam,KERALA,10.180255566666666,76.38579883333334
2178,3183,"Brightech interiors and exteriors pvt.ltd, Abhaya Matha Church, Vennala, Kochi, Kerala 682028, India",682028,Ernakulam,Ernakulam,KERALA,9.99670085,76.32102778
2179,3184,"GMMG+M3Q, Kangazha, Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
2181,3187,"CMC 24/227, Kuruppan Kulangara, Cherthala, Kerala 688524, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
2183,3190,"4C8V+QVH, Mudickal, Kerala 683547, India",683547,Kunnathunad,Ernakulam,KERALA,10.091076425925923,76.43058615555556
2187,3196,"Flat No: 5I, Heera Cyber Views, Edachira, Kochi, Kakkanad, Kerala 682030, India",682030,Ernakulam,Ernakulam,KERALA,51.13351584878049,133.02442981463415
2188,3197,"22/825 A,B,C, Chemical Industrial Area, Aroor gram panchayat, Kochi, Kerala 688534, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
2204,3222,"Janatha Junction, Eco Tower, Banerji Rd, Janatha, Palarivattom, Kochi, Kerala 682025, India",682025,Ernakulam,Ernakulam,KERALA,10.000372668965516,76.30783643448275
2205,3223,"Ernakulam, Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
2208,3228,"Eswara Seva Building, FACT Nagar, Thrippunithura, Ernakulam, Kochi, Kerala 682301, India",682301,Ernakulam,Ernakulam,KERALA,9.946698106896552,76.34776633655173
2210,3231,"II/205 A30 A31, Kalappurakkal Building, VK Lane, Vazhakkala, Ernakulam, Vazhakkala, Kochi, Kakkanad, Kerala 682021, India",682021,Ernakulam,Ernakulam,KERALA,10.029233765060242,76.3353045433735
2211,3233,"AREEKODE mukkom road, pallippadi, 62XW+377, Pathanapuram, Kizhuparamba, Kerala 673639, India",673639,Ernad,Malappuram,KERALA,11.22386355755814,76.05105861802325
2212,3234,"Temple Rd, Eravipuram, Kottappuram, Kerala 683511, India",683511,Paravur,Ernakulam,KERALA,10.119306989583333,76.29334000833333
2213,3235,"30/375 Manakkadavan Building Kuruppath, Kondotty Post Malappuram Dt, Kondotty, Kerala 673638, India",673638,Ernad,Malappuram,KERALA,11.14718034158416,75.96500935445545
2215,3238,"P9V4+PCP, Pallipuram, Kerala 688541, India",688541,Cherthala,Alappuzha,KERALA,9.742432095238096,76.36193387142858
2218,3242,"MG Nagar, Puliyathmukku Jn, Ammannada, Kollam, Kerala 691004, India",691004,Kollam,Kollam,KERALA,8.904030673684211,76.62197661052632
2221,3247,"Shop No:20/530C near Rose Dale School, Umayanalloor, Mayyanad, Kerala 691589, India",691589,Kollam,Kollam,KERALA,8.875603633333332,76.6503463
2222,3248,"326W+7C2, Inkel City, Malappuram, Kerala 676519, India",676519,Ernad,Malappuram,KERALA,11.05071221125,76.03817599
2225,3256,"GROUND FLOOR, METRO PILLER NO 293, Angels Arcade, 22, South Kalamassery, Kalamassery, Kochi, Kerala 682022, India",682022,Ernakulam,Ernakulam,KERALA,10.045582269230769,76.34736526153846
2226,3257,"KRRA-6, Kannanthodath Road, Devankulangara, Mamangalam, Edappally, Kochi, Kerala 682024, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371
2232,3271,"Pallithazham, Mulanthuruthy, Pallithazham, Kochi, Mulanthuruthy, Kerala 682314, India",682314,Ernakulam,Ernakulam,KERALA,9.904187420689656,76.39910738275861
2236,3277,"Unnamed Road, Kerala 686104, India",686104,Changanacherry,Kottayam,KERALA,9.458240202083331,76.55193638958333
2237,3279,"CCNB Rd, Erezha, Mullakkal, Alappuzha, Kerala 688011, India",688011,Ambalapuzha,Alappuzha,KERALA,9.494271704545454,76.34375952727272
2239,3283,"2C62+VV4, Chithrappuzha-Ponjassery Rd, Pallikkara, Kerala 682303, India",682303,Kunnathunad,Ernakulam,KERALA,9.999956208333332,76.39698640416667
2242,3288,"Kallungal Ln, Periyar Nagar, Aluva, Kerala 683101, India",683101,Aluva,Ernakulam,KERALA,10.095680780412373,76.36233782061856
2244,3291,"Vettuveni Rd, NAGAR, Haripad, Kerala 690514, India",690514,Karthikappally,Alappuzha,KERALA,9.289124556179775,76.45218776292134
2248,3295,"Eco links Building, Ground Floor N.H.Bypass, Edappally, Kochi, Kerala 682024, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371
2257,3307,"Adi Shankara TBI, Mattoor, Kalady, Kerala 683574, India",683574,Aluva,Ernakulam,KERALA,10.182817160958905,76.45845344931507
2261,3312,"Pallipadi, Edavannappara, Kerala 673645, India",673645,Ernad,Malappuram,KERALA,11.236260745454546,75.97598093636364
2263,3315,"3JQ5+762, Thrikkariyoor, Kerala 686692, India",686692,Kothamangalam,Ernakulam,KERALA,10.104649851818182,76.59975289818182
2265,3318,"F8XM+HH4, Vazhicherry Rd, Vazhicherry Ward, Sea View Ward, Alappuzha, Kerala 688001, India",688001,Ambalapuzha,Alappuzha,KERALA,9.49638391904762,76.33209264761905
2270,3325,"Megamalai, Tamil Nadu, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371
2271,3326,"63 3441, Valummel Rd, Valummel, Kochi, Kerala 682005, India",682005,Kochi,Ernakulam,KERALA,9.940253061111113,76.25960161388889
2273,3328,"Poojappura Temple, Road, Aroor gram panchayat, Kochi, Kerala 688534, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
2275,3330,"Mukkam, Kerala, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
2277,3333,"Masjid Rd, Hidayath Nagar, Thrikkakara, Kalamassery, Kochi, Kerala 682032, India",682032,Ernakulam,Ernakulam,KERALA,9.983836255,76.311535635
2278,3334,"Kattoor, Church Road, Pattukalam, Alappuzha, Kerala 688522, India",688522,Ambalapuzha,Alappuzha,KERALA,9.572168202777778,76.32190507222222
2281,3339,"29, Unit 1, Kinfra Hi-Tech Park Main Rd, HMT Colony, North Kalamassery, Kalamassery, Kochi, Kerala 683503, India",683503,Kanayannur,Ernakulam,KERALA,10.0582879625,76.337153153125
2287,3349,"Building No 22/A, M H Kavala Vengola,Ponjassery, Kochi, Vengola, Kerala 682037, India",682037,Ernakulam,Ernakulam,KERALA,9.997384706451612,76.34072476129032
2288,3350,"CENTRE 9/417, PO, near SHIFA DENTAL CLINIC, J,I, Maranchery, Kerala 679581, India",679581,Ponani,Malappuram,KERALA,10.739550295238097,75.97170583809523
2291,3353,"2CGW+G3J, Kunnattunad, Kerala 683562, India",683562,Aluva,Ernakulam,KERALA,10.034164772289158,76.42900358072289
2292,3354,"VIII/554G, Thanikkamattom Building Kolenchery, Kochi, Kolenchery, Kerala 682311, India",682311,Kunnathunad,Ernakulam,KERALA,9.986131800632911,76.47020598227847
2294,3356,"Mini Industrial Estate, Manarcadu, Kerala 686019, India",686019,Kottayam,Kottayam,KERALA,9.592533289090907,76.58230555090908
2297,3361,"29, Market Rd, Convent Junction, Shenoys, Kochi, Kerala 682011, India",682011,Ernakulam,Ernakulam,KERALA,9.989242117391305,76.29452373188406
2300,3364,"PRA-43, Padivattom, Edappally, Kochi, Kerala 682024, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371
2301,3365,"Manathparamba Edayur north (po) ,valanchery, Valanchery, Kerala 676552, India",676552,Tirur,Malappuram,KERALA,10.902934205042015,76.05797082941177
2303,3368,"VG6C+J4P, Illikkamukkada, Kerala 686610, India",686610,Vaikom,Kottayam,KERALA,9.827377122222222,76.49235217777778
2310,3379,"near Kunnathery Thikavu, Kunnathery Thikavu, Aluva, Kerala 683106, India",683106,Aluva,Ernakulam,KERALA,10.080344491666668,76.34267441666667
2315,3387,"Door No.48/1258 A, near Rice Research Station, Ponnurunni, Vyttila, Kochi, Kerala 682019, India",682019,Ernakulam,Ernakulam,KERALA,9.96996995974026,76.31541058961038
2318,3394,"GROUND FLOOR, PARAKKAT BUILDING, 69/908A, Sebastian Rd, Kaloor, Kochi, Kerala 682017, India",682017,Ernakulam,Ernakulam,KERALA,9.994298565853658,76.29345620243902
2323,3406,"Sneha Nagar Rd, Karunagappalli, Kerala 690544, India",690544,Karunagappally,Kollam,KERALA,9.086964940909091,76.52738797272727
2341,3439,"5VH7+CX9, Ramanattukara, Kozhikode, Kerala 673633, India",673633,Eranad,Malappuram,KERALA,51.5876618,118.4566692
2342,3442,"Punnapra North, Alappuzha, Kerala 688003, India",688003,Ambalapuzha,Alappuzha,KERALA,9.468575348387096,76.33827430967742
2345,3446,"Pala - Marangattupilly - Kozha Road, [no name], Vellappadu, Pala, Kerala 686575, India",686575,Meenachil,Kottayam,KERALA,9.719589849206349,76.68607506666666
2346,3447,"Door No. 5/202B, Chemanad, Varikoli, Post, Puthenkurish, Kochi, Thiruvaniyoor, Kerala 682308, India",682308,Kunnathunad,Ernakulam,KERALA,9.96100282051282,76.41611203846155
2350,3454,"IX/235 - B, Manjapra P.O, Chandrapura, Manjapra, Kerala 683581, India",683581,Aluva,Ernakulam,KERALA,10.23640150576923,76.48074006730769
2355,3461,"V8V7+FCV, Kumbalam, Kochi, Kerala 682506, India",682506,Ernakulam,Ernakulam,KERALA,9.90249192,76.31610951
2361,3472,"Plot no-27, sidco industrial Area, Angamaly, Kerala 683572, India",683572,Paravur,Ernakulam,KERALA,10.193383310687024,76.38335938931299
2372,3492,"Sreekala Rd, Vennala, Ernakulam, Kochi, Kerala 682028, India",682028,Ernakulam,Ernakulam,KERALA,9.99670085,76.32102778
2374,3494,"Venginissery, Paralam, Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
2378,3499,"Wadakkanchery, Kerala, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
2383,3505,"2X2W+34G, Tirur - Malappuram - Manjeri Rd, Choothupara, Kottakkal, Changuvetty, Kerala 676503, India",676503,Tirur,Malappuram,KERALA,10.998304046031746,76.01255696507937
2386,3510,"5TH FLOOR, Zodiac Square, Sahodaran Ayyappan Rd, near KADAVANTHRA JUNCTION, Kadavanthra, Kochi, Kerala 682020, India",682020,Ernakulam,Ernakulam,KERALA,9.96861736259542,76.30114694656488
2387,3511,"X772+4RX, Pullupalam Rd, Mattancherry, Kochi, Kerala 682002, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
2391,3518,"near Iron Bridge, Pullurithakary, Cherthala, Kerala 688524, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
2399,3528,"HQ82+425, Ponkunnam, Kerala 686506, India",686506,Kanjirapally,Kottayam,KERALA,9.550696192125985,76.70441742047244
2401,3532,"6985+4VH Agua Engineering, Peechanicadu, Angamaly, Kerala 683572, India",683572,Paravur,Ernakulam,KERALA,10.193383310687024,76.38335938931299
2406,3539,"Door No 130, Mangattiri, Tirur, Kerala 676105, India",676105,Tirur,Malappuram,KERALA,10.89965167826087,75.91356985217391
2407,3540,"4614, Market Rd, Shenoys, Kochi, Kerala 682031, India",682031,Ernakulam,Ernakulam,KERALA,9.99692354,76.27468644
2411,3545,"39-3633, E-1, 4th Landmark Enclave, Valanjambalam, Kochi, Kerala 682016, India",682016,Ernakulam,Ernakulam,KERALA,9.965396735294116,76.28713604901961
2413,3547,"Perumbavoor, 19/636, Koovappady, Kerala 683544, India",683544,Kunnathunad,Ernakulam,KERALA,10.166672573758866,76.50774667872341
2418,3553,"SN Puram Post Salem, State Highway 66, Kanjikuzhy, Cherthala South, Kerala 688530, India",688530,Cherthala,Alappuzha,KERALA,9.646816892307692,76.30059679230769
2419,3554,"6FHC+R8W, Kollakode, Ayyampuzha, Kerala 683581, India",683581,Aluva,Ernakulam,KERALA,10.23640150576923,76.48074006730769
2420,3555,"Paloor Kotta, PP 10-520 B-8, PO, INDUSTRIAL DEVELOPMENT PLOT, Palachode, Kerala 679338, India",679338,Perinthalmanna,Malappuram,KERALA,10.9514341875,76.13756319166666
2425,3564,"XXV/578F1, 4th Floor, Pathicheril Enclave Kalamassery, Eranakulam, South Kalamassery, Edappally, Kochi, Kerala 682033, India",682033,Kanayannur,Ernakulam,KERALA,10.0430806875,76.31714245625
2428,3568,"Mangad P.O, Kilikolloor, Mangad, Kollam, Kerala 691015, India",691015,Kollam,Kollam,KERALA,8.910343165384615,76.6223384
2429,3569,"Door no. 2, Padinjarechalil (H, 286, PBK Myna Rd, Vazhakkala, Kochi, Kakkanad, Kerala 682021, India",682021,Ernakulam,Ernakulam,KERALA,10.029233765060242,76.3353045433735
2431,3572,"Cadillac Square,Ground Floor, Metro Pillar 333, August Nursing home road, behind Axis Bank, Changampuzha Nagar, P.O, Kalamassery, Ernakulam, Kochi, Kerala 682033, India",682033,Kanayannur,Ernakulam,KERALA,10.0430806875,76.31714245625
2433,3574,"12 /347 C, Chempu, Maravanthuruthu, Kerala 686608, India",686608,Vaikom,Kottayam,KERALA,9.80238914861111,76.40246834027778
2435,3577,"Changampally Road, Edakkulam, Thirunavaya, Kerala 676301, India",676301,Tirur,Malappuram,KERALA,10.895407549152544,75.99675428474576
2438,3582,"Rose Villa, Aarattuvazhi, Kanjiramchira, Alappuzha, Aryad South, Kerala 688006, India",688006,Ambalapuzha,Alappuzha,KERALA,9.525584704,76.338968536
2442,3587,"5F84+HJQ, Kalady Cheranaloor Rd, Onampilly, Kerala 683544, India",683544,Kunnathunad,Ernakulam,KERALA,10.166672573758866,76.50774667872341
2445,3591,"Paika Pinnakkanadu Road, Mallikassery, Kerala 686577, India",686577,Meenachil,Kottayam,KERALA,9.640891316,76.737008176
2446,3593,"Tharayil Building TC: 65/1873A Ground Floor Thekkumtala Road, PO, Kaloor, Ernakulam, Kochi, Kerala 682017, India",682017,Ernakulam,Ernakulam,KERALA,9.994298565853658,76.29345620243902
2447,3594,"Opp.Lee fibre Factory, P.O, CMC-21, Cherthala, Nedumprakkad, Kerala 688524, India",688524,Cherthala,Alappuzha,KERALA,9.6891011625,76.33285069583334
2452,3602,"No:58, 9449, Narakathara Rd, off Mahatma Gandhi Road, opposite Shenoys, Shenoys Junction, Shenoys, Kochi, Kerala 682035, India",682035,Ernakulam,Ernakulam,KERALA,9.979283159183671,76.28271734081633
2453,3603,"21/ 433-A, First Floor, Aruvithura Crossway Road, Muhiyadheen, Ninar Juma Masjid, Complex, Causeway Junction, Thekkekara, Erattupetta, Kerala 686122, India",686122,Meenachil,Kottayam,KERALA,9.686214525,76.777240075
2456,3606,"Nooleli Rd, Odakkali, Kerala 683549, India",683549,Kunnathunad,Ernakulam,KERALA,10.10500877,76.547910502
2457,3607,"Exotic Wood Zone India Ground Floor, 8/2549, Panakkal Building, MK Raghavan Rd, Pandikudy, Fort Kochi, Kochi, Kerala 682002, India",682002,Kochi,Ernakulam,KERALA,9.957255232894736,76.25402236842105
2458,3608,"28/60, Peechampilly Rd, P.O, Thrikkakara, Vazhakkala, Kochi, Kakkanad, Kerala 682021, India",682021,Ernakulam,Ernakulam,KERALA,10.029233765060242,76.3353045433735
2460,3611,"282G+MR3, Dr Ambedkar Rd, Vennala, Kochi, Kerala 682028, India",682028,Ernakulam,Ernakulam,KERALA,9.99670085,76.32102778
2461,3612,"Ground Floor,27/1963, Manath Enclave, Vayu Sena Rd, Thrikkakara, Vazhakkala, Kochi, Kakkanad, Kerala 682030, India",682030,Ernakulam,Ernakulam,KERALA,51.13351584878049,133.02442981463415
2462,3613,"Ponnani - Tirur Rd, Keezhillam, Ponnani, Kerala 679586, India",679586,Ponani,Malappuram,KERALA,10.762784689361702,75.9335939
2463,3615,"147, PJ Antony Rd, Sonia Nagar, Palarivattom, Kochi, Kerala 682025, India",682025,Ernakulam,Ernakulam,KERALA,10.000372668965516,76.30783643448275
2468,3622,"12/266, Kundannoor - Willingdon Island Rd, Maradu North, Maradu, Kochi, Kerala 682304, India",682304,Ernakulam,Ernakulam,KERALA,9.938877706666666,76.32558967666667
2470,3624,"Ayyankanal Road Marangattupilly P.O, Elackad, Kerala 686635, India",686635,Meenachil,Kottayam,KERALA,9.750672510714285,76.62233675714285
2472,3627,"SH28, Ramanattukara, Neelangoth, Kerala 673637, India",673637,Ernad,Malappuram,KERALA,11.173863454285714,75.90456773285715
2475,3630,"Room No, AP, Golden Square, 1524 Y, Mukkam Road, near SBI Bank, Areekode, Kerala 673639, India",673639,Ernad,Malappuram,KERALA,11.22386355755814,76.05105861802325
2476,3631,"Triveni Courtt, Opp: Reliance Fresh, KP Vallon Rd, Giri Nagar, Kadavanthra, Kochi, Kerala 682020, India",682020,Ernakulam,Ernakulam,KERALA,9.96861736259542,76.30114694656488
2477,3632,"p.o, Kuttamassery, Thottumugham, Aluva, Kerala 683105, India",683105,Kunnathunad,Ernakulam,KERALA,10.094288535294115,76.41706858235294
2480,3636,"Vadavathoor, Kerala 686010, India",686010,Kottayam,Kottayam,KERALA,9.590680228,76.56449500800001
2481,3637,"VII/109, VALLIKADA, BUILDING, Arakuzha Rd, Thottumkalpeedika, Muvattupuzha, Kerala 686673, India",686673,Muvattupuzha,Ernakulam,KERALA,9.98582857409836,76.58100003016393
2483,3639,"Tiruvannamalai, Tamil Nadu, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
2485,3641,"Kattukulam, Kerala, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
2486,3642,"Rayamangalam, Keezhillam - Kurichilacode Rd, Perumbavoor, Panikarambalam, Kerala 683545, India",683545,Kunnathunad,Ernakulam,KERALA,10.109719963636364,76.52310976666666
2487,3643,"Alia Arcade, Machingal - Munduparamba Rd, Munduparamba, Malappuram, Kerala 676505, India",676505,Ernad,Malappuram,KERALA,11.044320151851853,76.07271957777778
2491,3648,"Kumarakom, Kerala, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
2494,3653,"V826+55H, Chandiroor, Kerala 688535, India",688535,Cherthala,Alappuzha,KERALA,9.8564922,76.32294531666666
2497,3656,"X/135B, K N Krishnankutty Arcade, Vattakunnu, Chottanikkara, Ernakulam, Kerala 682312, India",682312,Kanayannur,Ernakulam,KERALA,9.93112196923077,76.39003445384616
2499,3660,"No 52/3171, 3172, Sharon Tower, opposite Salafi Masjid, Vyttila, Ernakulam, Kochi, Kerala 682019, India",682019,Ernakulam,Ernakulam,KERALA,9.96996995974026,76.31541058961038
2503,3666,"2FVJ+XF8, Unnamed Road, Mazhuvannoor, Kerala 683556, India",683556,Kunnathunad,Ernakulam,KERALA,10.083125960465116,76.47373215813954
2509,3674,"Thottinkkara, Mampad, Kerala 676542, India",676542,Nilambur,Malappuram,KERALA,11.24328006744186,76.19810685581396
2510,3675,"49Q3+487, Kochi, Kerala 683102, India",683102,Aluva,Ernakulam,KERALA,10.120711972131147,76.33862614918033
2514,3681,"387/ B KARIPUZA KARIPUZA MASJID, P.O, Panayikulam, Aluva, Kerala 683511, India",683511,Paravur,Ernakulam,KERALA,10.119306989583333,76.29334000833333
2517,3685,"Masjid Road Market P O, near Central Juma Masjid, Muvattupuzha, Kerala 686673, India",686673,Muvattupuzha,Ernakulam,KERALA,9.98582857409836,76.58100003016393
2518,3686,"Nedumchalil Near Beverages outlet, SH 1, opposite SBI, Muvattupuzha, Kerala 686669, India",686669,Kunnathunad,Ernakulam,KERALA,10.007340951592356,76.52786276496816
2520,3692,"SN Junction, 25, opp. ESAF Bank, Palarivattom, Kochi, Kerala 682025, India",682025,Ernakulam,Ernakulam,KERALA,10.000372668965516,76.30783643448275
2521,3693,"Market Rd, Kacheripady, Ernakulam, Kochi, Kerala 682031, India",682031,Ernakulam,Ernakulam,KERALA,9.99692354,76.27468644
2525,3698,"Mannar, Kerala 689622, India",689622,Chengannur,Alappuzha,KERALA,9.31451967586207,76.53582117241379
2526,3699,"Ooty, Tamil Nadu, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371
2528,3701,"683572, Karukutty – Moozhikulam Rd, Puliyanm, Kerala 683572, India",683572,Paravur,Ernakulam,KERALA,10.193383310687024,76.38335938931299
2529,3703,"M.C.Road, Kozhippalam - Karakkad Rd, Chengannur, Mulakuzha, Kerala 689504, India",689504,Chengannur,Alappuzha,KERALA,9.28720845,76.65541802999999
2530,3704,"7CFP+J8J, Edalakadu Ezhattumugham Rd, Kerala 683581, India",683581,Aluva,Ernakulam,KERALA,10.23640150576923,76.48074006730769
2532,3706,"No. 9, Service Rd, Padivattom, Edappally, Kochi, Kerala 682024, India",682024,Ernakulam,Ernakulam,KERALA,10.01888763298969,76.30253450412371
2535,3709,"MQMH+H43, Aruvithura, Erattupetta, Kerala 686122, India",686122,Meenachil,Kottayam,KERALA,9.686214525,76.777240075
2537,3711,"Pai Brothers Lane, Mahatma Gandhi Rd, Padma Junction, Shenoys, Ernakulam, Kochi, Kerala 682035, India",682035,Ernakulam,Ernakulam,KERALA,9.979283159183671,76.28271734081633
2539,3714,"PGQ8+XRM, Kuruppanthara, Kerala 686603, India",686603,Vaikom,Kottayam,KERALA,9.73685573,76.51328257200001
2542,3717,"2nd floor, Sunu Plaza, Maradu, Ernakulam, Kochi, Kerala 682304, India",682304,Ernakulam,Ernakulam,KERALA,9.938877706666666,76.32558967666667
2548,3725,"Tiruppur North, Tamil Nadu, India",688534,Cherthla,Alappuzha,KERALA,9.871729377142858,76.30438504
2554,3732,"Santhome, Chennai, Tamil Nadu, India",686012,Kottayam,Kottayam,KERALA,9.54856711111111,76.52230786666667
2555,3733,"Bismillah Trade Centre, 24/1056, St George St, Erezha, Sea View Ward, Alappuzha, Kerala 688001, India",688001,Ambalapuzha,Alappuzha,KERALA,9.49638391904762,76.33209264761905
2577,3769,"SH 1, Vengoor, Angamaly, Kerala 683572, India",683572,Paravur,Ernakulam,KERALA,10.193383310687024,76.38335938931299
2579,3773,"4XW8+2WP, Chungam, Kondotty, Kerala 673638, India",673638,Ernad,Malappuram,KERALA,11.14718034158416,75.96500935445545
2580,3775,"Kolenchery - Mazhuvannoor Road, Kadayirippu, Aikaranad North, Kerala 682311, India",682311,Kunnathunad,Ernakulam,KERALA,9.986131800632911,76.47020598227847
